id,text,label
33706,"atenção galerinha esse cachorrinho foi envenenado com veneno pra rato. e olha como foi que essa moça fez pra salvar esse cachorrinho. o ovo cortou o efeito do veneno. muito importante! repassem pra que outras pessoas vejam também. esse cachorrinho foi envenenado com veneno pra rato, e olha como essa bombeira fez pra salva -lo. 2 ovos cru tira o efeito do envenenamento na hora.",0
30257,"moro pode ter prisão decretada pelo stf o congresso nacional está cada vez mais convicto de que será inexorável a instalação de uma comissão parlamentar mista de inquérito (cmpi) para investigar o ministro da justiça, sérgio moro, ex-juiz da 13ª vara federal de curitiba por conluio com integrantes da força-tarefa lava jato. “extra extra prisão de dellagnol e moro pode ser decretada a qualquer momento”.",0
9426,circula pelas redes sociais uma mensagem que diz que não houve casos de coronavírus em pequim e em xangai. e que isso é a prova de que a china criou o vírus em laboratório para espalhá-lo ao resto do mundo. .,0
8884,"a pfizer não patenteou, no dia 31 de agosto de 2021, qualquer sistema de rastreamento de pessoas vacinadas com o imunizante desenvolvido por ela contra a covid-19, como afirma um jornalista em vídeo publicado no telegram. na verdade, existe uma patente emitida nesta data, nos estados unidos, que trata do uso de contato digital para aplicação de medidas profiláticas contra doenças infecciosas propagadas pelo ar, mas ela pertence a dois advogados israelenses sem ligação com a pfizer.",0
32059,"após ser bombardeado pela mídia por tentar implantar o patriotismo nas escolas, ministério da educação coloca este projeto em voto popular, agora é o povo que vai decidir, entre no site abaixo e deixe seu voto [site]).devido a grande repercussão em cima do projeto em que o hino nacional brasileiro deva ser cantado antes das aulas, ministério da educação colocou em votação popular você é a favor do hino nacional ser cantado nas escolas? sim naoseu voto foi registrado com sucesso! para ver o resultado da votação siga os passos abaixo. 1: clique no botão compartilhar abaixo e selecione 10 amigos ou 5 grupos no whatsapp para certificarmos que você não é um robô envie essa votação para eles 2: após compartilhar aparecerá o resultado, e você pode votar vezes quizer. compartilhar compartilhe até completar a barrinha abaixo:",0
46007,"um vídeo do tiktok sobre a chegada do ex-presidente lula à unicamp circula pelas redes sociais com áudio alterado para aparentar que o petista foi vaiado. no entanto, na gravação original, é possível ouvir que as pessoas presentes ovacionaram o petista. o registro foi feito na última quinta-feira (5), durante visita de lula a campinas (sp)",0
30672,"imagine eu correndo [de máscara] com esse equipamento. significa que a quantidade de ar que eu estou inalando é insuficiente. eu posso ter tontura, ter um mal estar, vou entrar num procedimento chamado de hipóxia, que é a diminuição de oxigênio.",0
42070,"um parque infantil temático inspirado na “ideologia de gênero” tenha sido inaugurado na cidade gaúcha santa etelvina do guaíba, como afirmam publicações nas redes sociais (veja aqui). não existe município brasileiro com esse nome nem político chamado fellipe weissfüder garcia, que os posts alegam ser o prefeito. além disso, a foto que mostra um escorrega em forma de genitálias é de um set de filmagem montado no canadá em outubro deste ano. o conteúdo acumulava ao menos mil compartilhamentos nesta sexta-feira (3), e também circula no whatsapp (fale com fátima).",0
48292,"mentes brilhantes novo golpe “palavra do senhor” dinâmica do golpe: 1 – ligam perguntando se vc “permite” que a pessoa leia uma passagem da bíblia? 2 – pergunta se vc “concorda” com aquela tal palavra? 3 – perguntam se vc gostou de ouvir a palavra? 4 – perguntam se vc aceita jesus como seu salvador? 5 – agradecem e desligam com isso, as pessoas conseguiram gravar a sua voz dizendo: – permito – concordo – sim – aceito obs: algumas transações são efetivadas por msg de voz cuidado, proteja seus dados!!!",0
14819,"a caixa econômica federal não envia um links por whatsapp nem facebook para destravar o auxílio emergencial do governo federal. criminosos se aproveitam da situação de atraso, irregularidades e pendências no cadastro de muitas pessoas para tentar aplicar um golpe nas redes sociais.",0
